# created: Sat Jun 30 03:00:01 2018
# <aid>|<type>|<language>|<title>
# type: 1=primary title (one per anime), 2=synonyms (multiple per anime), 3=shorttitles (multiple per anime), 4=official title (one per language)
306|4|ja|紅の豚
766|4|ja|紅三四郎
4364|4|zh-Hant|紅孩兒: 決戰火焰山
4364|2|zh-Hant|紅孩兒大話火焰山
11815|4|ja|紅殻のパンドラ GHOST URN
1466|4|ja|紅狼[ホンラン]
1345|4|ja|紅蓮
306|4|zh|紅豬
11708|4|ja|納涼アニメ 電球烏賊祭
5532|4|ja|純情ロマンチカ
9130|4|ja|純情ロマンチカ (2012)
10759|4|ja|純情ロマンチカ 3
6073|4|ja|純情ロマンチカ2
9940|4|ja|純情少女エトセトラ
11061|4|ja|純愛まにあっく Pure Love Maniac
10178|4|ja|純潔のマリア
9036|4|ja|紙兎ロペ
12282|4|ja|紙兎ロペ 笑う朝には福来たるってマジっすか!?
5902|4|ja|素人倶楽部/ハメ撮りアニメ完全無修正!!
5186|2|zh-Hans|素描本 ~full color`s~
5414|4|ja|素敵探偵☆ラビリンス
5223|2|zh-Hans|紫音之王
11418|4|ja|細菌汚染
4286|4|ja|紺碧の艦隊
8749|4|ja|紺碧の艦隊 特別編 蒼莱開発物語
6155|4|ja|終ノ空
11809|4|ja|終わりのセラフ (2016)
10813|4|ja|終わりのセラフ Seraph of the end
10984|4|ja|終わりのセラフ Seraph of the end 名古屋決戦編
12238|4|ja|終末なにしてますか? 忙しいですか? 救ってもらっていいですか?
12201|4|ja|終末のイゼッタ Izetta, Die Letzte Hexe
11350|4|ja|終物語
13033|4|ja|終物語 (2017)
10750|4|ja|結城友奈は勇者である
12500|4|ja|結城友奈は勇者である -勇者の章-
12501|4|ja|結城友奈は勇者である -鷲尾須美の章-
13728|4|ja|結城友奈は勇者である -鷲尾須美の章- (2017)
12543|4|ja|結城友奈は勇者部所属
12838|4|ja|結婚相談所
12861|4|ja|結核豫防
1937|4|ja|結界
4574|4|ja|結界師
10745|4|zh-Hant|絕對雙刃
1641|4|ja|絢爛舞踏祭 ザ･マーズ･デイブレイク
4371|4|ja|絶体絶命でんぢゃらすじーさん
12744|4|ja|絶叫学級
12063|4|ja|絶叫学級 転生
9214|4|ja|絶園のテンペスト ~THE CIVILIZATION BLASTER~
6272|4|ja|絶対やれるギリシャ神話
5674|4|ja|絶対可憐チルドレン
7664|4|ja|絶対可憐チルドレン OVA 愛多憎生! 奪われた未来?
2837|4|ja|絶対少年
2840|4|ja|絶対正義ラブフェロモン
4486|4|ja|絶対無敵ライジンオー
4487|4|ja|絶対無敵ライジンオー (1992)
9346|4|ja|絶対純白♡魔法少女
9346|2|ja|絶対純白魔法少女
6045|4|ja|絶対衝激 ~PLATONIC HEART~
6045|2|ja|絶対衝激~プラトニックハート~
9741|4|ja|絶対防衛レヴィアタン
791|4|ja|絶愛ー1989ー
10006|4|ja|絶滅危愚少女 Amazing Twins
9917|4|ja|絶頂ロケット
2783|4|ja|継母
12790|4|ja|続 刀剣乱舞-花丸-
6185|4|ja|続 夏目友人帳
8695|4|ja|続・アタッカーYOU 金メダルへの道
2486|4|ja|続・御先祖賛江
2141|4|ja|続・恋姫
4639|2|ja|続・日本一の男の魂
13691|4|ja|続・終物語
8186|4|ja|続なにわ遊侠伝
13691|2|ja|続終物語
997|4|ja|綾音ちゃんハイキック!
3575|4|ja|綿の国星
4417|4|ja|緊急発進セイバーキッズ
1272|4|ja|緊縛の館 ~略奪~
8109|4|ja|緋弾のアリア
10980|4|ja|緋弾のアリアAA
4080|4|ja|緋忍伝 呀宇種(ガウス)
1066|4|ja|緋色の刻
8840|4|ja|緋色の欠片 玉依姫奇譚
9284|4|ja|緋色の欠片 第二章
9614|4|ja|緋色の欠片大全 突撃! 隣のイケメンズ
11301|4|ja|総務部総務課 山口六平太 裁判員プロジェクトはじめます
3613|4|ja|緑の猫
8086|4|ja|緑子
7464|4|ja|緑山高校 甲子園編
7465|4|ja|緑山高校 甲子園編 (劇場版)
8743|4|ja|緑玉紳士
1270|4|ja|緑野原迷宮
7656|4|zh-Hant|緣之空
4085|4|ja|練馬大根ブラザーズ
13198|4|ja|縁結びの妖狐ちゃん
8869|4|ja|織田信奈の野望
10530|4|ja|繰繰れ! コックリさん
5535|2|zh-Hans|红
306|4|zh-Hans|红猪
4191|2|zh-Hans|红辣椒
8246|4|zh|红领巾侠 THE RED
8808|4|zh-Hans|约会大作战
9734|4|zh-Hans|约会大作战 OAD
35|2|zh-Hans|纯情房东俏房客
5532|2|zh-Hans|纯情罗曼史
6073|2|zh-Hans|纯情罗曼史2
10759|2|zh-Hans|纯情罗曼史3
10178|4|zh-Hans|纯洁的玛利亚
12195|4|zh|纳米核心
12196|4|zh|纳米核心 第二季
10865|4|zh|纳米神兵
2164|2|zh-Hans|纹样传说
4085|2|zh-Hans|练马萝卜兄弟
13033|2|zh-Hans|终物语 下
10750|4|zh-Hans|结城友奈是勇者
7900|4|zh-Hans|结界女王
9789|4|zh-Hans|结界女王 震颤
4574|2|zh-Hans|结界师
10745|4|zh-Hans|绝对双刃
5674|2|zh-Hans|绝对可怜Children
5674|2|zh-Hans|绝对可怜少女
5576|2|zh-Hans|绝望老师 第2季 ~俗
6185|4|zh-Hans|续 夏目友人帐
6185|2|zh-Hans|续.夏目友人帐
8109|2|zh-Hans|绯弹的亚莉亚
9894|4|zh|绿林大冒险
14035|4|zh|缇可 冬季篇
11997|4|zh-Hans|编舟记
7656|4|zh-Hans|缘之空
13417|4|zh-Hans|网瘾禁区
1060|2|zh-Hans|罗宾汉的大冒险
4832|2|zh|罗密欧与朱丽叶
169|2|zh-Hans|罗德岛战记ova
137|2|zh-Hans|罗德岛战记TV 英雄骑士传
6751|2|zh-Hans|罪与罚与赎的少女
8480|4|zh-Hans|罪恶王冠
9092|4|zh-Hans|罪恶王冠: 失落的圣诞
784|4|ja|羊のうた
13000|4|ja|美しい
1376|4|ja|美しき性の伝道師 麗々
1603|4|ja|美しき獲物たちの学園
2000|4|ja|美味しんぼ
4816|4|ja|美味しんぼ 日米コメ戦争
4817|4|ja|美味しんぼ 究極対至高 長寿料理対決!!
5414|2|zh-Hans|美型侦探Labyrinth
2722|4|ja|美少女コミック ロリコンエンジェル ~蜜の味~
2552|2|ja|美少女十字軍の反乱~ローマへの道~
235|4|zh|美少女战士
2539|4|zh|美少女战士R
2538|4|zh|美少女战士S
2153|4|ja|美少女戦士 セーラームーン SuperS セーラー9戦士集結! ブラック・ドリーム・ホールの奇跡
235|4|ja|美少女戦士セーラームーン
9306|4|ja|美少女戦士セーラームーン Crystal
9306|2|ja|美少女戦士セーラームーン Crystal Season I
9306|2|ja|美少女戦士セーラームーン Crystal Season II
11665|4|ja|美少女戦士セーラームーン Crystal Season III
12754|4|ja|美少女戦士セーラームーン Crystal デッド・ムーン編
2539|4|ja|美少女戦士セーラームーン R
2538|4|ja|美少女戦士セーラームーン S
9306|2|ja|美少女戦士セーラームーン クリスタル
2542|4|ja|美少女戦士セーラームーン セーラースターズ
9306|2|ja|美少女戦士セーラームーンCrystal 第1期
9306|2|ja|美少女戦士セーラームーンCrystal 第2期
11665|2|ja|美少女戦士セーラームーンCrystal 第3期
2152|4|ja|美少女戦士セーラームーンR
2151|4|ja|美少女戦士セーラームーンS かぐや姫の恋人
2540|4|ja|美少女戦士セーラームーンSuperS
8879|2|zh-Hans|美少女死神 还我H之魂!
11983|4|ja|美少女遊戯ユニットクレーンゲール
12254|4|ja|美少女遊戯ユニットクレーンゲール Galaxy
554|4|ja|美少女遊撃隊バトルスキッパー
7504|4|ja|美熟母
13706|4|ja|美男高校地球防衛部HAPPY KISS!
10853|4|ja|美男高校地球防衛部LOVE!
11488|4|ja|美男高校地球防衛部LOVE! LOVE!
12993|4|ja|美男高校地球防衛部LOVE! LOVE! LOVE!
6172|4|ja|美肌一族
10079|4|ja|美脚性奴会長 亜衣
1327|4|ja|美鳥の日々
1327|2|zh-Hans|美鸟日记
7704|2|ja|美麗女将・美恵
2431|4|ja|羞中恥療室
14063|4|ja|群青のマグメル
4337|4|ja|義妹[いもうと]
4738|4|ja|義妹×2[いもうとツインズ]
512|4|ja|義母
4488|4|ja|義母の吐息 ~背徳心に漂う母の色香~
7222|4|ja|義母散華
10573|4|ja|義足のMoses
9854|4|ja|義風堂々!! 兼続と慶次
13375|4|ja|羽
12480|4|ja|翔ちゃん空をとぶ
8665|4|ja|翔べ! ペガサス
8665|2|ja|翔べ! ペガサス -心のゴールにシュート-
9556|4|ja|翠星のガルガンティア
10549|4|ja|翠星のガルガンティア~めぐる航路, 遥か~
4046|2|zh-Hans|翼 年代记 第2季
14|2|zh|翼神传说
12791|4|zh-Hans|翼空之巅
812|4|ja|老人Z
11095|4|ja|老人と海
11298|4|zh|老夫子之小水虎传奇
11297|4|zh|老夫子反斗偵探
11230|4|zh|老夫子水虎傳
3360|2|zh-Hans|老婆是女高中生
1697|2|zh-Hans|老师的时间
336|4|ja|耳をすませば
9454|4|ja|聖☆おにいさん
9456|4|ja|聖☆おにいさん (2012)
9454|4|zh-Hant|聖☆哥傳
10893|4|ja|聖ブリュンヒルデ学園 少女騎士団と純白のパンティ THE ANIMATION
2553|4|ja|聖ミカエラ学園漂流記
2552|2|ja|聖ミカエラ学園漂流記2
2552|4|ja|聖ミカエラ学園漂流記II
11004|4|ja|聖ヤリマンシスターズ パコパコ日記 THE ANIMATION
9533|4|ja|聖ヤリマン学園援交日記 THE ANIMATION
134|4|ja|聖ルミナス女学院
465|4|ja|聖伝[RG VEDA]
13622|4|ja|聖刻[ワース] -BEYOND-
6546|4|ja|聖剣の刀鍛冶[ブラックスミス]
10438|4|ja|聖剣使いの禁呪詠唱
10612|4|ja|聖娼女 THE ANIMATION
4867|4|ja|聖少・女玩具 アリスドール
1399|4|ja|聖少女戦隊レイカーズEX
279|4|ja|聖少女艦隊バージンフリート
7310|4|ja|聖徒会長ヒカル
11893|4|ja|聖戦ケルベロス 竜刻のファタリテ
899|4|ja|聖戦士ダンバイン
4213|4|ja|聖操奴隷
5208|4|ja|聖泉学淫
1278|4|ja|聖獣伝 ツインドールズ
1615|4|ja|聖獣機サイガード
6816|4|ja|聖痕のクェイサー
7971|4|ja|聖痕のクェイサー 女帝の肖像
8154|4|ja|聖痕のクェイサーII
10238|4|zh-Hant|聖石傳說
1242|4|ja|聖羅 VICTORY[ヴィクトリー]
4353|3|ja|聖肛女
4353|4|ja|聖肛女~背徳の美臀奴隷~
1403|4|ja|聖贄 (いけにえ)
11056|4|ja|聖闘士星矢 -黄金魂 soul of gold-
8279|4|ja|聖闘士星矢 Legend of Sanctuary
6470|4|ja|聖闘士星矢 THE LOST CANVAS 冥王神話
1889|4|ja|聖闘士星矢 最終聖戦の戦士たち
5670|4|ja|聖闘士星矢 冥王ハーデス エリシオン編
3705|4|ja|聖闘士星矢 冥王ハーデス冥界編
343|4|ja|聖闘士星矢 冥王ハーデス十二宮編
1418|4|ja|聖闘士星矢 天界編 序奏~overture~
1887|4|ja|聖闘士星矢 真紅の少年伝説
1886|4|ja|聖闘士星矢 神々の熱き戦い
1884|4|ja|聖闘士星矢 邪神エリス
11056|2|ja|聖闘士星矢 黄金魂-soul of gold-
826|4|ja|聖闘士星矢(セイントセイヤ)
8963|4|ja|聖闘士星矢Ω[セイントセイヤオメガ]
12648|4|ja|聖闘士星矢セインティア翔
4732|4|ja|聖飢魔II HUMANE SOCIETY 人類愛に満ちた社会
11667|4|zh|聪明的一休之反斗公主
335|2|zh|聽到海濤聲
1852|4|ja|肉体転移
3524|4|ja|肉嫁 高柳家の人々
534|4|ja|肉欲玩具宅配人
10756|4|ja|肉牝R30 ~肉欲に堕ちた牝たち~ THE ANIMATION
11648|4|ja|肛門的重苦 Ketsujiru Juke
1981|4|ja|股人タクシー
2032|4|ja|肢体を洗う THE ANIMATION
6685|2|zh-Hans|肯普法
658|4|ja|背徳の少女
4081|4|ja|背徳妻
6235|2|zh-Hans|背骑少女
6479|2|zh-Hans|胡子小鸡
1986|4|ja|胸キュン! はぁとふるCafe
1986|2|ja|胸キュンはぁとふるCafe
243|4|ja|脅迫~終わらない明日~
774|3|ja|脅迫II
774|4|ja|脅迫II[セカンド] ~もうひとつの明日~ THE ANIMATION
9477|4|ja|脱出ガッシャポン
2375|4|ja|腐った教師の方程式
12095|4|ja|腐男子高校生活
6926|4|ja|腰折燕
7978|2|zh-Hans|腹黑妹妹控兄记
1422|4|ja|臀撃おしおき娘ゴータマン~ゴータマン誕生篇
5214|4|ja|臀撃おしおき娘ゴータマンR(リターン)~愛と哀しみのファイナルバトル!!
971|4|ja|臣士魔法劇場 リスキー★セフティ
3648|4|ja|自主制作ムービー びんちょうタン
11241|4|ja|自分の胸に手を当てて
807|2|zh|自动机器人・铁臂阿童木
12698|4|ja|自宅警備員
2031|4|ja|自慰倒錯
7260|4|ja|自画像
13075|4|ja|自転車編
746|4|ja|臭作
1380|4|ja|臭作 ~Liberty~
747|4|ja|臭作 ~Replay~
5921|2|zh-Hans|致命紫罗兰 编号044
6914|4|ja|舌切雀
1554|4|ja|舞-HiME
3216|2|zh-Hans|舞-乙HiME
3216|4|ja|舞-乙HiME
5431|4|ja|舞-乙HiME 0 ~S.ifr~
4567|4|ja|舞-乙HiME Zwei
4603|4|ja|舞姫
11997|4|ja|舟を編む
10161|2|zh-Hans|舰娘
10161|4|zh-Hans|舰队Collection
10161|4|zh-Hant|艦隊Collection
10161|4|ja|艦隊これくしょん -艦これ-
11161|4|ja|艦隊これくしょん -艦これ- 2
4115|4|ja|良寛さん
13925|4|ja|色づく世界の明日から
12872|4|ja|色彩漫画の出來る迄
3633|4|ja|艶姿魔法の三人娘[マミ·ペルシャ·エミ]
5141|4|ja|艶欲[ゑんよく]
1256|4|ja|艶母
6472|4|ja|艶笑日本昔ばなし
10559|4|ja|艶美
5569|2|zh-Hans|艾莉森与莉莉亚
12122|4|ja|芋川椋三宙返りの巻
4219|4|ja|芋川椋三玄関番の巻
11029|4|ja|花
7874|3|ja|花いろ
2240|4|ja|花さか天使テンテンくん
10886|4|ja|花とアリス 殺人事件
10886|2|ja|花とアリス殺人事件
8989|4|ja|花ともぐら
9054|4|ja|花と少年
4079|4|ja|花と蛇 The Animation
6871|4|ja|花と蝶
4051|4|ja|花のあすか組!
10193|4|ja|花のずんだ丸
5093|2|ja|花のピュンピュン丸
5515|4|ja|花の係長
2171|4|ja|花の女子アナ ニュースキャスター・悦子
1919|4|ja|花の子ルンルン
2043|4|ja|花の子ルンルン こんにちわ桜の国
10880|4|ja|花の翳
540|4|ja|花の魔法使いマリーベル
6070|4|ja|花の魔法使いマリーベル フェニックスのかぎ
6070|2|ja|花の魔法使いマリーペル フェニックスのかぎ
11006|4|ja|花は咲く
11019|4|ja|花は咲く 東北に咲く
387|4|ja|花より男子
1249|4|ja|花より男子 (1997)
6646|2|zh-Hans|花丸幼儿园 花丸托儿所
6646|2|zh-Hans|花丸幼稚园
10351|2|ja|花八岐
54|4|ja|花右京メイド隊
1555|4|ja|花右京メイド隊 La Verite
2046|4|ja|花右京ﾒｲﾄﾞ隊 OVA
12408|4|ja|花咲か爺
12408|2|ja|花咲か爺さん
7874|4|ja|花咲くいろは
8827|4|ja|花咲くいろは HOME SWEET HOME
6329|4|ja|花咲ける青少年
5385|4|ja|花咲爺
6646|4|zh-x-nan|花圈圈幼稚園
6646|4|zh-Hant|花圈圈幼稚園
2109|4|ja|花平バズーカ
7874|2|zh-Hans|花开伊吕波
6988|4|ja|花折り
8538|4|zh-Hans|花牌情缘
9261|4|zh-Hans|花牌情缘 2
10046|4|ja|花物語 するがデビル
10046|4|zh-Hans|花物语
291|4|ja|花田少年史
5718|4|ja|花粉少女注意報! ~THE ANIMATION~
8498|4|ja|花編
7874|2|zh-Hant|花開物語
4750|2|zh-Hans|苍天之拳
6408|2|zh-Hans|苍天航路
9905|4|zh-Hans|苍蓝钢铁战舰
13875|4|ja|若おかみは小学生!
9251|2|ja|若手アニメーター育成プロジェクト 2013 1
9250|2|ja|若手アニメーター育成プロジェクト 2013 2
8878|2|ja|若手アニメーター育成プロジェクト 2013 3
9253|2|ja|若手アニメーター育成プロジェクト 2013 4
10202|2|ja|若手アニメーター育成プロジェクト 2014 1
10200|2|ja|若手アニメーター育成プロジェクト 2014 2
10199|2|ja|若手アニメーター育成プロジェクト 2014 3
10201|2|ja|若手アニメーター育成プロジェクト 2014 4
8257|2|ja|若手アニメーター育成プロジェクト1
8256|2|ja|若手アニメーター育成プロジェクト2
8255|2|ja|若手アニメーター育成プロジェクト3
8143|2|ja|若手アニメーター育成プロジェクト4
3486|4|ja|若草のシャルロット
2868|4|ja|若草の四姉妹
2869|4|ja|若草物語
2291|4|ja|若草物語ナンとジョー先生
11064|4|ja|英国一家, 日本を食べる
11760|4|ja|英国一家, 正月を食べる
4729|2|zh-Hans|英国恋爱物语艾玛 第二季
2695|4|ja|英國戀物語エマ
4729|4|ja|英國戀物語エマ ~メルダース編~
4729|2|ja|英國戀物語エマ 第二幕
5331|4|ja|英才狂育
7682|4|ja|英語であそぼ たんけんゴブリン島
13102|4|ja|英語で歌おう! マザー・グース
8138|4|ja|英雄伝説 空の軌跡 THE ANIMATION
5016|4|ja|英雄凱伝モザイカ
13397|4|ja|英雄挽歌 孔子傳
5025|2|zh-Hans|英雄时代
1312|2|zh-Hans|苹果核战记
2787|4|ja|苺ましまろ
4559|4|ja|苺ましまろ (2007)
6212|4|ja|苺ましまろ encore
1292|4|ja|茄子 アンダルシアの夏
5110|4|ja|茄子 スーツケースの渡り鳥
5110|2|zh-Hans|茄子 旅行箱中的候鸟
6025|2|zh-Hans|茜色坂道 夕阳染红的坡道.染红的街道
7114|4|ja|茶目坊新画帳 蚤夫婦仕返しの巻
6964|4|ja|茶目坊空気銃の巻
5379|4|ja|茶目子の一日
6854|4|ja|茶釜音頭
6207|4|ja|草原の子テングリ
3644|4|ja|草原の少女ローラ
3067|2|zh-Hans|草莓100%
2787|2|zh-Hans|草莓棉花糖
6212|2|zh-Hans|草莓棉花糖 再来一次
4559|2|zh-Hans|草莓棉花糖ova
4223|2|zh-Hans|草莓狂热
7238|4|ja|荒川アンダーザブリッジ
7899|4|ja|荒川アンダーザブリッジ*2
7238|2|zh-Hans|荒川爆笑团
7899|2|zh-Hans|荒川爆笑团2
7238|4|zh-Hant|荒川爆笑團
3158|2|ja|荒野の叫び声 吠えろバック
3158|4|ja|荒野の呼び声 吠えろバック
5133|4|ja|荒野の少年イサム
5631|2|zh-Hans|药师寺凉子的奇怪事件簿
13628|4|zh|莫莫
115|4|ja|菜々子解体診書
1973|4|ja|華・奴隷
9317|4|ja|華ヤカ哉, 我ガ一族 キネトグラフ
2606|4|ja|華星夜曲
5185|2|zh-Hans|萌之英语单词
5185|3|zh-Hans|萌单
5029|2|zh-Hant|萌少女的戀愛時光
5305|2|zh-Hans|萌菌物语
9093|2|zh-Hans|萌菌物语returns
9855|4|zh-Hans|萌萌侵略者 OUTBREAK COMPANY
8371|2|zh-Hans|萝球社!
5029|2|zh-Hans|萝莉的时间
11126|4|ja|落第騎士の英雄譚[キャバルリィ] A TALE OF WORST ONE
3684|4|ja|落語天女おゆい
3684|2|zh-Hans|落语天女
4610|2|ja|葉祥明美術館 LINE
8122|4|zh-Hans|葫芦兄弟
8123|4|zh-Hans|葫芦小金刚
11428|4|ja|葬儀屋と犬
9091|4|ja|蒼い世界の中心で
2667|4|ja|蒼い告白
5897|4|ja|蒼い妖精
1664|4|ja|蒼い海のトリスティア
4179|4|ja|蒼い記憶 -満蒙開拓と少年たち-
10060|4|ja|蒼きウル
1840|4|ja|蒼き伝説 シュート!
2097|4|ja|蒼き伝説 シュート! (1994)
2154|4|ja|蒼き流星SPTレイズナー
2155|4|ja|蒼き流星SPTレイズナー (1986)
9905|4|ja|蒼き鋼のアルペジオ -ARS NOVA-
9905|2|ja|蒼き鋼のアルペジオ -アルス・ノヴァ-
12257|4|ja|蒼き雷霆[アームドブルー] ガンヴォルト
10934|4|ja|蒼の彼方のフォーリズム
4750|4|ja|蒼天の拳
13540|4|ja|蒼天の拳 REGENESIS
13843|4|ja|蒼天の拳 REGENESIS (2018)
6408|4|ja|蒼天航路
7893|4|ja|蒼白シスフェリア
1806|4|ja|蒼穹のファフナー Dead Aggressor
9639|4|ja|蒼穹のファフナー Dead Aggressor EXODUS
11176|4|ja|蒼穹のファフナー Dead Aggressor EXODUS (2015)
7304|4|ja|蒼穹のファフナー Dead Aggressor HEAVEN AND EARTH
3323|4|ja|蒼穹のファフナー Dead Aggressor RIGHT OF LEFT
12701|4|ja|蒼穹のファフナー Dead Aggressor THE BEYOND
9639|4|zh-Hans|蒼穹之法芙娜 EXODUS
5531|4|zh-Hant|蒼色騎士
4835|2|zh-Hans|蓝兰岛
13429|4|zh-Hans|蓝漠的花
4374|2|zh-Hans|蓝色计划-地球SOS
5044|2|zh|蓝龙
7043|4|ja|蓮如とその母
7353|4|ja|蓮如物語
4937|2|zh-Hans|蔚蓝的灵柩
2386|4|zh-Hant|蔷薇少女
3169|2|zh-Hans|蔷薇少女2~梦见~
5887|2|ja|蕾の誘惑~淫乱少女たちの姫穴比べ~ (1)
4867|2|ja|蕾の誘惑~淫乱少女たちの姫穴比べ~ (2)
12884|4|ja|薄暮
11754|4|ja|薄桜鬼 ~御伽草子[おとぎそうし]~
7405|4|ja|薄桜鬼 新選組奇譚
7932|4|ja|薄桜鬼 碧血録 新選組奇譚
8268|4|ja|薄桜鬼 雪華録 新選組奇譚
8999|4|ja|薄桜鬼 黎明録 新選組奇譚
7405|2|zh-Hans|薄樱鬼
13608|4|ja|薄墨桜 -GARO-
5631|4|ja|薬師寺涼子の怪奇事件簿
74|4|ja|藍より青し
1059|4|ja|藍より青し~縁~
8388|4|zh|藏獒多吉 THE TIBETAN DOG
7071|4|ja|藤子·F·不二雄 SF[すこしふしぎ]短編シアター
7060|4|ja|藤子·F·不二雄アニメスペシャル SFアドベンチャー T·P[タイムパトロール]ぼん
7071|2|ja|藤子·F·不二雄のSF(すこしふしぎ)短編シアター
9172|4|ja|藤子不二雄Aの夢魔子
9296|4|ja|藤子不二雄のキテレツ大百科
5909|2|zh-Hans|虎X龙
5910|2|zh-Hans|虎子
8293|4|zh|虎王归来
4860|2|zh-Hans|虐杀姬
10540|4|ja|虐殺器官 GENOCIDAL ORGAN
4318|4|ja|虚無戦史MIROKU
9879|4|ja|虜ノ契 ~家族のために身体を差し出す姉と妹~
12636|4|ja|虜ノ鎖~処女たちを穢す淫らな楔~
8082|4|ja|虜姫~白濁まみれの令嬢~
5212|2|zh-Hans|虫之歌
3433|4|zh-Hans|虫师
10384|4|zh-Hans|虫师 续章
10274|4|zh-Hans|虫师 蚀日之翳
8001|4|ja|虫歯鉄道
416|2|zh-Hans|虫袭
11091|4|ja|虹に向かって
3581|4|ja|虹のかなたへ! 少女ダイアナ物語
14154|4|zh-Hans|虹猫蓝兔七侠 外传
14145|4|zh-Hans|虹猫蓝兔七侠传
14149|4|zh-Hans|虹猫蓝兔之勇者归来
14139|4|zh-Hans|虹猫蓝兔乐翻天
14146|4|zh-Hans|虹猫蓝兔仗剑走天涯
14143|4|zh-Hans|虹猫蓝兔你问我答
14147|4|zh-Hans|虹猫蓝兔光明剑
